	2914	5745
Somy Value	1.92592592593	1.77142857143
2.37037037037	2.34285714286
2.0	1.94285714286
1.92592592593	1.88571428571
2.0	1.88571428571
2.0	1.94285714286
2.0	1.94285714286
2.03703703704	2.4
2.0	1.88571428571
2.0	1.82857142857
2.0	2.0
2.07407407407	1.94285714286
2.0	2.0
2.0	1.88571428571
2.0	1.82857142857
2.0	1.88571428571
2.0	1.94285714286
2.0	1.88571428571
1.92592592593	1.82857142857
2.0	1.88571428571
2.0	1.88571428571
2.0	1.88571428571
2.07407407407	2.11428571429
1.92592592593	1.88571428571
1.92592592593	1.82857142857
2.0	1.88571428571
2.0	1.88571428571
2.0	1.82857142857
2.0	1.88571428571
2.0	1.88571428571
3.92592592593	3.71428571429
2.0	1.88571428571
2.07407407407	2.62857142857
2.0	1.82857142857
2.0	2.68571428571
2.0	1.82857142857
